linha;serie;clube_id;jogador_chave;clube;clube_curto;jogador;posicao;setor;forca;idade;valor_brl;pe;numero;nacionalidade;moral;energia;homonimo;no_patch;salario_semanal
14;A;679;679|cristinaferreira;Furacão do Sul;Furacão do Sul;Cristina Ferreira;GOL;GK;70;20;30550000;L;1;Brasil;70;100;;editado;220000
15;A;679;679|biancamonteiro;Furacão do Sul;Furacão do Sul;Bianca Monteiro;ZAG;DEF;70;33;25550000;R;22;Brasil;70;100;;editado;220000
16;A;679;679|vanessapinto;Furacão do Sul;Furacão do Sul;Vanessa Pinto;LAD;DEF;70;26;34360000;R;2;Brasil;70;100;;editado;220000
17;A;679;679|sandradias;Furacão do Sul;Furacão do Sul;Sandra Dias;CA;ATT;68;32;24490000;R;70;Brasil;70;100;;editado;202000
18;A;679;679|elainearaujo;Furacão do Sul;Furacão do Sul;Elaine Araújo;ZAG;DEF;68;27;31600000;R;33;Brasil;70;100;;editado;202000
19;A;679;679|yasminmoreira;Furacão do Sul;Furacão do Sul;Yasmin Moreira;PE;ATT;66;29;25660000;R;11;Brasil;70;100;;editado;184000
20;A;679;679|kellynascimento;Furacão do Sul;Furacão do Sul;Kelly Nascimento;ZAG;DEF;66;22;25640000;L;3;Brasil;70;100;;editado;184000
21;A;679;679|paulalima;Furacão do Sul;Furacão do Sul;Paula Lima;MC;MID;65;25;25540000;R;16;Brasil;70;100;;editado;175000
22;A;679;679|carlaribeiro;Furacão do Sul;Furacão do Sul;Carla Ribeiro;MC;MID;65;20;23130000;L;5;Brasil;70;100;;editado;175000
23;A;679;679|beatrizcarvalho;Furacão do Sul;Furacão do Sul;Beatriz Carvalho;PD;ATT;63;32;17900000;L;21;Brasil;70;100;;editado;157000
24;A;679;679|thaiscarvalho;Furacão do Sul;Furacão do Sul;Thaís Carvalho;MC;MID;63;21;20580000;R;17;Brasil;70;100;;editado;157000
25;A;679;679|kellyxavier;Furacão do Sul;Furacão do Sul;Kelly Xavier;LAD;DEF;63;28;22060000;R;30;Brasil;70;100;;editado;157000
26;A;679;679|lorenarocha;Furacão do Sul;Furacão do Sul;Lorena Rocha;PE;ATT;61;33;14380000;L;7;Brasil;70;100;;editado;139000
27;A;679;679|luanarodrigues;Furacão do Sul;Furacão do Sul;Luana Rodrigues;LAD;DEF;60;34;12330000;R;37;Brasil;70;100;;editado;130000
28;A;679;679|robertaguimaraes;Furacão do Sul;Furacão do Sul;Roberta Guimarães;PE;ATT;60;21;16040000;R;33;Brasil;70;100;;editado;130000
29;A;679;679|marciabatista;Furacão do Sul;Furacão do Sul;Márcia Batista;GOL;GK;59;22;15550000;R;23;Brasil;70;100;;editado;124800
30;A;679;679|jessicapereira;Furacão do Sul;Furacão do Sul;Jéssica Pereira;PE;ATT;57;21;13630000;L;8;Brasil;70;100;;editado;114400
31;A;330;330|danielaaraujo;Alvinegro Mineiro;Alvinegro Mineiro;Daniela Araújo;LAE;DEF;81;28;74490000;L;16;Brasil;70;100;;editado;458000
32;A;330;330|carlanascimento;Alvinegro Mineiro;Alvinegro Mineiro;Carla Nascimento;CA;ATT;79;20;58040000;R;9;Brasil;70;100;;editado;400000
33;A;330;330|valentinacorreia;Alvinegro Mineiro;Alvinegro Mineiro;Valentina Correia;MC;MID;78;24;59560000;L;30;Brasil;70;100;;editado;380000
34;A;330;330|paulamonteiro;Alvinegro Mineiro;Alvinegro Mineiro;Paula Monteiro;PE;ATT;77;33;43440000;R;28;Brasil;70;100;;editado;360000
35;A;330;330|re;Alvinegro Mineiro;Alvinegro Mineiro;Rê;VOL;MID;77;27;59500000;L;5;Brasil;70;100;;editado;360000
36;A;330;330|ingridcosta;Alvinegro Mineiro;Alvinegro Mineiro;Ingrid Costa;LAD;DEF;75;32;40690000;R;2;Brasil;70;100;;editado;320000
37;A;330;330|cristinasilva;Alvinegro Mineiro;Alvinegro Mineiro;Cristina Silva;MEI;MID;75;24;49640000;L;10;Brasil;70;100;;editado;320000
38;A;330;330|danielagomes;Alvinegro Mineiro;Alvinegro Mineiro;Daniela Gomes;MC;MID;75;23;48680000;R;21;Brasil;70;100;;editado;320000
39;A;330;330|adrizinha;Alvinegro Mineiro;Alvinegro Mineiro;Adrizinha;ZAG;DEF;75;27;52500000;R;13;Brasil;70;100;;editado;320000
40;A;330;330|mariamelo;Alvinegro Mineiro;Alvinegro Mineiro;Maria Melo;ZAG;DEF;75;24;49640000;R;4;Brasil;70;100;;editado;320000
41;A;330;330|helenaaraujo;Alvinegro Mineiro;Alvinegro Mineiro;Helena Araújo;LAD;DEF;74;30;42380000;R;23;Brasil;70;100;;editado;300000
42;A;330;330|ingridcarvalho;Alvinegro Mineiro;Alvinegro Mineiro;Ingrid Carvalho;PD;ATT;73;33;33220000;R;27;Brasil;70;100;;editado;280000
43;A;330;330|isabelafarias;Alvinegro Mineiro;Alvinegro Mineiro;Isabela Farias;VOL;MID;73;24;43020000;R;25;Brasil;70;100;;editado;280000
44;A;330;330|leticiadias;Alvinegro Mineiro;Alvinegro Mineiro;Letícia Dias;ZAG;DEF;71;32;29840000;R;15;Brasil;70;100;;editado;240000
45;A;330;330|luizapereira;Alvinegro Mineiro;Alvinegro Mineiro;Luíza Pereira;MEI;MID;71;19;32900000;R;17;Brasil;70;100;;editado;240000
46;A;330;330|rafaelatavares;Alvinegro Mineiro;Alvinegro Mineiro;Rafaela Tavares;MEI;MID;70;28;33420000;R;19;Brasil;70;100;;editado;220000
47;A;330;330|isabelaalmeida;Alvinegro Mineiro;Alvinegro Mineiro;Isabela Almeida;MC;MID;70;31;28700000;L;8;Brasil;70;100;;editado;220000
48;A;330;330|jessicacosta;Alvinegro Mineiro;Alvinegro Mineiro;Jéssica Costa;ZAG;DEF;68;29;28760000;R;3;Brasil;70;100;;editado;202000
49;A;330;330|gislainesilva;Alvinegro Mineiro;Alvinegro Mineiro;Gislaine Silva;ZAG;DEF;68;31;25910000;L;6;Brasil;70;100;;editado;202000
50;A;330;330|jaquelinebarbosa;Alvinegro Mineiro;Alvinegro Mineiro;Jaqueline Barbosa;VOL;MID;68;31;25910000;L;20;Brasil;70;100;;editado;202000
51;A;330;330|anaaraujo;Alvinegro Mineiro;Alvinegro Mineiro;Ana Araújo;MC;MID;65;22;24090000;R;39;Brasil;70;100;;editado;175000
52;A;330;330|helenaferreira;Alvinegro Mineiro;Alvinegro Mineiro;Helena Ferreira;GOL;GK;64;23;23000000;R;22;Brasil;70;100;;editado;166000
53;A;330;330|adrianalima;Alvinegro Mineiro;Alvinegro Mineiro;Adriana Lima;PE;ATT;63;28;22060000;R;92;Brasil;70;100;;editado;157000
54;A;330;330|valentinacavalcanti;Alvinegro Mineiro;Alvinegro Mineiro;Valentina Cavalcanti;PE;ATT;61;31;16150000;R;11;Brasil;70;100;;editado;139000
55;A;330;330|nataliaribeiro;Alvinegro Mineiro;Alvinegro Mineiro;Natália Ribeiro;GOL;GK;61;26;19340000;R;46;Brasil;70;100;;editado;139000
56;A;330;330|kellysantos;Alvinegro Mineiro;Alvinegro Mineiro;Kelly Santos;SA;ATT;60;19;15380000;R;29;Brasil;70;100;;editado;130000
57;A;330;330|fabianavieira;Alvinegro Mineiro;Alvinegro Mineiro;Fabiana Vieira;ZAG;DEF;60;30;15570000;L;14;Brasil;70;100;;editado;130000
58;A;330;330|robertalima;Alvinegro Mineiro;Alvinegro Mineiro;Roberta Lima;LAE;DEF;60;25;17350000;L;36;Brasil;70;100;;editado;130000
59;A;330;330|elainemachado;Alvinegro Mineiro;Alvinegro Mineiro;Elaine Machado;ZAG;DEF;59;28;16330000;R;34;Brasil;70;100;;editado;124800
60;A;330;330|beatrizpinto;Alvinegro Mineiro;Alvinegro Mineiro;Beatriz Pinto;ZAG;DEF;57;26;15020000;R;40;Brasil;70;100;;editado;114400
61;A;10010;10010|nathaliamonteiro;Tricolor Baiano;Tricolor Baiano;Nathalia Monteiro;LAE;DEF;83;31;77080000;L;46;Brasil;70;100;;editado;534000
62;A;10010;10010|jessicabarbosa;Tricolor Baiano;Tricolor Baiano;Jéssica Barbosa;MC;MID;83;19;80330000;R;6;Brasil;70;100;;editado;534000
63;A;10010;10010|renatasilva;Tricolor Baiano;Tricolor Baiano;Renata Silva;ZAG;DEF;82;21;76620000;L;21;Brasil;70;100;;editado;496000
64;A;10010;10010|cristinabarbosa;Tricolor Baiano;Tricolor Baiano;Cristina Barbosa;PE;ATT;81;34;53430000;R;16;Brasil;70;100;;editado;458000
65;A;10010;10010|eduardaguimaraes;Tricolor Baiano;Tricolor Baiano;Eduarda Guimarães;PE;ATT;79;19;56830000;B;52;Brasil;70;100;;editado;400000
66;A;10010;10010|lorenavieira;Tricolor Baiano;Tricolor Baiano;Lorena Vieira;VOL;MID;78;28;60160000;R;8;Brasil;70;100;;editado;380000
67;A;10010;10010|kellyvieira;Tricolor Baiano;Tricolor Baiano;Kelly Vieira;MC;MID;78;26;61850000;L;11;Brasil;70;100;;editado;380000
68;A;10010;10010|cristinabatista;Tricolor Baiano;Tricolor Baiano;Cristina Batista;VOL;MID;77;23;55170000;R;26;Brasil;70;100;;editado;360000
69;A;10010;10010|ingridmelo;Tricolor Baiano;Tricolor Baiano;Ingrid Melo;PD;ATT;76;23;51930000;R;99;Brasil;70;100;;editado;340000
70;A;10010;10010|sabrinatavares;Tricolor Baiano;Tricolor Baiano;Sabrina Tavares;CA;ATT;75;34;35960000;R;89;Brasil;70;100;;editado;320000
71;A;10010;10010|simonebezerra;Tricolor Baiano;Tricolor Baiano;Simone Bezerra;CA;ATT;75;27;52500000;R;9;Brasil;70;100;;editado;320000
72;A;10010;10010|larissateixeira;Tricolor Baiano;Tricolor Baiano;Larissa Teixeira;VOL;MID;75;23;48680000;R;14;Brasil;70;100;;editado;320000
73;A;10010;10010|beatrizsiqueira;Tricolor Baiano;Tricolor Baiano;Beatriz Siqueira;LAE;DEF;74;30;42380000;L;25;Brasil;70;100;;editado;300000
74;A;10010;10010|deboragomes;Tricolor Baiano;Tricolor Baiano;Débora Gomes;ZAG;DEF;73;19;38880000;R;4;Brasil;70;100;;editado;280000
75;A;10010;10010|patriciamonteiro;Tricolor Baiano;Tricolor Baiano;Patrícia Monteiro;PD;ATT;71;26;37800000;L;15;Brasil;70;100;;editado;240000
76;A;10010;10010|alinemonteiro;Tricolor Baiano;Tricolor Baiano;Aline Monteiro;PE;ATT;70;31;28700000;R;23;Brasil;70;100;;editado;220000
77;A;10010;10010|isabelabatista;Tricolor Baiano;Tricolor Baiano;Isabela Batista;GOL;GK;70;26;34360000;R;1;Brasil;70;100;;editado;220000
78;A;10010;10010|jessicacarvalho;Tricolor Baiano;Tricolor Baiano;Jéssica Carvalho;LAD;DEF;68;24;29880000;R;31;Brasil;70;100;;editado;202000
79;A;10010;10010|cami;Tricolor Baiano;Tricolor Baiano;Cami;ZAG;DEF;68;28;30180000;R;33;Brasil;70;100;;editado;202000
80;A;10010;10010|leticiabezerra;Tricolor Baiano;Tricolor Baiano;Letícia Bezerra;PD;ATT;66;24;26660000;L;7;Brasil;70;100;;editado;184000
81;A;10010;10010|fernandaribeiro;Tricolor Baiano;Tricolor Baiano;Fernanda Ribeiro;CA;ATT;66;21;25120000;R;12;Brasil;70;100;;editado;184000
82;A;10010;10010|priscilacarvalho;Tricolor Baiano;Tricolor Baiano;Priscila Carvalho;MEI;MID;65;28;25310000;L;10;Brasil;70;100;;editado;175000
83;A;10010;10010|kaki;Tricolor Baiano;Tricolor Baiano;Kaki;ZAG;DEF;64;21;22090000;R;3;Brasil;70;100;;editado;166000
84;A;10010;10010|fabianadias;Tricolor Baiano;Tricolor Baiano;Fabiana Dias;ZAG;DEF;61;33;14380000;L;43;Brasil;70;100;;editado;139000
85;A;10010;10010|julianavieira;Tricolor Baiano;Tricolor Baiano;Juliana Vieira;ZAG;DEF;59;27;17100000;R;44;Brasil;70;100;;editado;124800
86;A;10010;10010|paulacavalcanti;Tricolor Baiano;Tricolor Baiano;Paula Cavalcanti;LAE;DEF;59;30;14790000;L;66;Brasil;70;100;;editado;124800
87;A;10010;10010|larissasouza;Tricolor Baiano;Tricolor Baiano;Larissa Souza;CA;ATT;58;32;12560000;R;27;Brasil;70;100;;editado;119600
88;A;10010;10010|cristinadias;Tricolor Baiano;Tricolor Baiano;Cristina Dias;MEI;MID;57;20;13350000;B;80;Brasil;70;100;;editado;114400
89;A;10010;10010|fla;Tricolor Baiano;Tricolor Baiano;Flá;ZAG;DEF;55;28;12890000;L;83;Brasil;70;100;;editado;104000
90;A;10010;10010|renatacosta;Tricolor Baiano;Tricolor Baiano;Renata Costa;GOL;GK;54;20;11000000;R;61;Brasil;70;100;;editado;98800
91;A;537;537|sabrinapereira;Alvinegro Carioca;Alvinegro Carioca;Sabrina Pereira;MC;MID;89;19;121350000;L;8;Brasil;70;100;;editado;762000
92;A;537;537|sabrinamonteiro;Alvinegro Carioca;Alvinegro Carioca;Sabrina Monteiro;PE;ATT;81;25;75160000;R;10;Brasil;70;100;;editado;458000
93;A;537;537|ingridzinha;Alvinegro Carioca;Alvinegro Carioca;Ingridzinha;LAD;DEF;80;25;67450000;R;2;Brasil;70;100;;editado;420000
94;A;537;537|priscilabezerra;Alvinegro Carioca;Alvinegro Carioca;Priscila Bezerra;MC;MID;80;25;67450000;R;6;Brasil;70;100;;editado;420000
95;A;537;537|anacorreia;Alvinegro Carioca;Alvinegro Carioca;Ana Correia;CA;ATT;80;23;64910000;R;19;Brasil;70;100;;editado;420000
96;A;537;537|camilaaraujo;Alvinegro Carioca;Alvinegro Carioca;Camila Araújo;PE;ATT;77;29;54140000;R;11;Brasil;70;100;;editado;360000
97;A;537;537|danielaribeiro;Alvinegro Carioca;Alvinegro Carioca;Daniela Ribeiro;MEI;MID;77;19;50850000;R;23;Brasil;70;100;;editado;360000
98;A;537;537|helenamonteiro;Alvinegro Carioca;Alvinegro Carioca;Helena Monteiro;ZAG;DEF;75;22;47730000;R;5;Brasil;70;100;;editado;320000
99;A;537;537|flaviabarbosa;Alvinegro Carioca;Alvinegro Carioca;Flávia Barbosa;PD;ATT;75;32;40690000;R;16;Brasil;70;100;;editado;320000
100;A;537;537|isa;Alvinegro Carioca;Alvinegro Carioca;Isa;PD;ATT;73;28;43450000;R;17;Brasil;70;100;;editado;280000
101;A;537;537|flaviacorreia;Alvinegro Carioca;Alvinegro Carioca;Flávia Correia;VOL;MID;73;32;35260000;R;28;Brasil;70;100;;editado;280000
102;A;537;537|jaquelinefreitas;Alvinegro Carioca;Alvinegro Carioca;Jaqueline Freitas;LAE;DEF;72;23;38950000;L;13;Brasil;70;100;;editado;260000
103;A;537;537|patriciabatista;Alvinegro Carioca;Alvinegro Carioca;Patrícia Batista;GOL;GK;71;23;35700000;R;24;Brasil;70;100;;editado;240000
104;A;537;537|jessicasouza;Alvinegro Carioca;Alvinegro Carioca;Jéssica Souza;VOL;MID;71;20;33600000;L;12;Brasil;70;100;;editado;240000
105;A;537;537|jessicapeixoto;Alvinegro Carioca;Alvinegro Carioca;Jéssica Peixoto;MEI;MID;71;26;37800000;R;14;Brasil;70;100;;editado;240000
106;A;537;537|beatrizalmeida;Alvinegro Carioca;Alvinegro Carioca;Beatriz Almeida;CA;ATT;70;31;28700000;R;37;Brasil;70;100;;editado;220000
107;A;537;537|fernandasantos;Alvinegro Carioca;Alvinegro Carioca;Fernanda Santos;CA;ATT;70;25;33730000;R;38;Brasil;70;100;;editado;220000
108;A;537;537|micheleteixeira;Alvinegro Carioca;Alvinegro Carioca;Michele Teixeira;LAD;DEF;70;28;33420000;R;4;Brasil;70;100;;editado;220000
109;A;537;537|michelebatista;Alvinegro Carioca;Alvinegro Carioca;Michele Batista;ZAG;DEF;69;23;30880000;R;31;Brasil;70;100;;editado;211000
110;A;537;537|flaviamonteiro;Alvinegro Carioca;Alvinegro Carioca;Flávia Monteiro;PE;ATT;68;22;28730000;L;30;Brasil;70;100;;editado;202000
111;A;537;537|danizinha;Alvinegro Carioca;Alvinegro Carioca;Danizinha;CA;ATT;68;29;28760000;R;13;Brasil;70;100;;editado;202000
112;A;537;537|brunaaraujo;Alvinegro Carioca;Alvinegro Carioca;Bruna Araújo;PD;ATT;68;22;28730000;R;77;Brasil;70;100;;editado;202000
113;A;537;537|rafaelaribeiro;Alvinegro Carioca;Alvinegro Carioca;Rafaela Ribeiro;SA;ATT;68;23;29300000;R;30;Brasil;70;100;;editado;202000
114;A;537;537|deborapeixoto;Alvinegro Carioca;Alvinegro Carioca;Débora Peixoto;VOL;MID;65;28;25310000;R;55;Brasil;70;100;;editado;175000
115;A;537;537|cristinaandrade;Alvinegro Carioca;Alvinegro Carioca;Cristina Andrade;VOL;MID;65;29;24120000;R;25;Brasil;70;100;;editado;175000
116;A;537;537|gabrielavieira;Alvinegro Carioca;Alvinegro Carioca;Gabriela Vieira;ZAG;DEF;61;30;17040000;R;15;Brasil;70;100;;editado;139000
117;A;537;537|thaisbezerra;Alvinegro Carioca;Alvinegro Carioca;Thaís Bezerra;GOL;GK;59;21;15230000;R;1;Brasil;70;100;;editado;124800
118;A;537;537|camilaferreira;Alvinegro Carioca;Alvinegro Carioca;Camila Ferreira;GOL;GK;58;19;13840000;R;40;Brasil;70;100;;editado;119600
119;A;537;537|tatiananascimento;Alvinegro Carioca;Alvinegro Carioca;Tatiana Nascimento;ZAG;DEF;57;30;13230000;L;26;Brasil;70;100;;editado;114400
120;A;537;537|thaisfreitas;Alvinegro Carioca;Alvinegro Carioca;Thaís Freitas;VOL;MID;57;21;13630000;R;75;Brasil;70;100;;editado;114400
121;A;8793;8793|robertanunes;Bragança;Bragança;Roberta Nunes;LAE;DEF;79;20;58040000;L;29;Brasil;70;100;;editado;400000
122;A;8793;8793|carlasilva;Bragança;Bragança;Carla Silva;CA;ATT;79;29;60520000;R;9;Brasil;70;100;;editado;400000
123;A;8793;8793|cristinamachado;Bragança;Bragança;Cristina Machado;PD;ATT;77;19;50850000;L;21;Brasil;70;100;;editado;360000
124;A;8793;8793|sabrinaxavier;Bragança;Bragança;Sabrina Xavier;MEI;MID;77;26;58420000;R;20;Brasil;70;100;;editado;360000
125;A;8793;8793|giovanasantos;Bragança;Bragança;Giovana Santos;VOL;MID;76;29;50960000;R;5;Brasil;70;100;;editado;340000
126;A;8793;8793|fabianamonteiro;Bragança;Bragança;Fabiana Monteiro;MC;MID;76;34;38360000;R;15;Brasil;70;100;;editado;340000
127;A;8793;8793|jessicaalmeida;Bragança;Bragança;Jéssica Almeida;GOL;GK;76;23;51930000;R;1;Brasil;70;100;;editado;340000
128;A;8793;8793|gabrielateixeira;Bragança;Bragança;Gabriela Teixeira;ZAG;DEF;76;32;43400000;R;4;Brasil;70;100;;editado;340000
129;A;8793;8793|brunadias;Bragança;Bragança;Bruna Dias;PE;ATT;74;29;44590000;R;17;Brasil;70;100;;editado;300000
130;A;8793;8793|michelepereira;Bragança;Bragança;Michele Pereira;ZAG;DEF;74;25;47220000;R;2;Brasil;70;100;;editado;300000
131;A;8793;8793|talitabatista;Bragança;Bragança;Talita Batista;ZAG;DEF;74;29;44590000;R;14;Brasil;70;100;;editado;300000
132;A;8793;8793|fabianamelo;Bragança;Bragança;Fabiana Melo;LAD;DEF;74;31;40180000;R;23;Brasil;70;100;;editado;300000
133;A;8793;8793|gislainenunes;Bragança;Bragança;Gislaine Nunes;MC;MID;74;34;33560000;R;22;Brasil;70;100;;editado;300000
134;A;8793;8793|deboradias;Bragança;Bragança;Débora Dias;MC;MID;74;19;41870000;R;7;Brasil;70;100;;editado;300000
135;A;8793;8793|ingridteixeira;Bragança;Bragança;Ingrid Teixeira;CA;ATT;74;34;33560000;R;41;Brasil;70;100;;editado;300000
136;A;8793;8793|adrianapereira;Bragança;Bragança;Adriana Pereira;PE;ATT;74;28;46800000;R;30;Brasil;70;100;;editado;300000
137;A;8793;8793|tati;Bragança;Bragança;Tati;LAE;DEF;73;27;45500000;L;12;Brasil;70;100;;editado;280000
138;A;8793;8793|luizateixeira;Bragança;Bragança;Luíza Teixeira;LAD;DEF;73;31;37310000;R;34;Brasil;70;100;;editado;280000
139;A;8793;8793|kellyrocha;Bragança;Bragança;Kelly Rocha;ZAG;DEF;73;31;37310000;R;4;Brasil;70;100;;editado;280000
140;A;8793;8793|vivianeoliveira;Bragança;Bragança;Viviane Oliveira;PD;ATT;71;21;34300000;L;32;Brasil;70;100;;editado;240000
141;A;8793;8793|sabrinaoliveira;Bragança;Bragança;Sabrina Oliveira;CA;ATT;68;22;28730000;R;11;Brasil;70;100;;editado;202000
142;A;8793;8793|gabrielanunes;Bragança;Bragança;Gabriela Nunes;MC;MID;66;20;24610000;L;25;Brasil;70;100;;editado;184000
143;A;8793;8793|vivianefreitas;Bragança;Bragança;Viviane Freitas;LAD;DEF;65;26;26020000;R;52;Brasil;70;100;;editado;175000
144;A;8793;8793|kellysiqueira;Bragança;Bragança;Kelly Siqueira;PD;ATT;65;29;24120000;R;29;Brasil;70;100;;editado;175000
145;A;8793;8793|thaisdias;Bragança;Bragança;Thaís Dias;VOL;MID;65;19;22650000;R;35;Brasil;70;100;;editado;175000
146;A;8793;8793|jaquelinebezerra;Bragança;Bragança;Jaqueline Bezerra;MEI;MID;65;19;22650000;R;21;Brasil;70;100;;editado;175000
147;A;8793;8793|sabrinarodrigues;Bragança;Bragança;Sabrina Rodrigues;VOL;MID;64;24;23450000;R;6;Brasil;70;100;;editado;166000
148;A;8793;8793|fabianamachado;Bragança;Bragança;Fabiana Machado;GOL;GK;64;33;18100000;R;18;Brasil;70;100;;editado;166000
149;A;8793;8793|simonecardoso;Bragança;Bragança;Simone Cardoso;CA;ATT;63;21;20580000;R;8;Brasil;70;100;;editado;157000
150;A;8793;8793|debinha;Bragança;Bragança;Debinha;ZAG;DEF;63;26;22680000;R;3;Brasil;70;100;;editado;157000
151;A;17776;17776|francielecosta;Chapecó FC;Chapecó FC;Franciele Costa;VOL;MID;71;31;31570000;L;99;Brasil;70;100;;editado;240000
152;A;17776;17776|patricianascimento;Chapecó FC;Chapecó FC;Patrícia Nascimento;VOL;MID;70;20;30550000;R;27;Brasil;70;100;;editado;220000
153;A;17776;17776|yasminxavier;Chapecó FC;Chapecó FC;Yasmin Xavier;ZAG;DEF;66;33;20590000;R;3;Brasil;70;100;;editado;184000
154;A;17776;17776|brunagomes;Chapecó FC;Chapecó FC;Bruna Gomes;PE;ATT;65;30;22920000;R;77;Brasil;70;100;;editado;175000
155;A;17776;17776|luizaguimaraes;Chapecó FC;Chapecó FC;Luíza Guimarães;MEI;MID;65;27;26500000;L;8;Brasil;70;100;;editado;175000
156;A;17776;17776|deborafreitas;Chapecó FC;Chapecó FC;Débora Freitas;MC;MID;64;31;20340000;R;5;Brasil;70;100;;editado;166000
157;A;17776;17776|sandracorreia;Chapecó FC;Chapecó FC;Sandra Correia;PE;ATT;63;22;21000000;R;97;Brasil;70;100;;editado;157000
158;A;17776;17776|michelemartins;Chapecó FC;Chapecó FC;Michele Martins;VOL;MID;63;27;23100000;L;22;Brasil;70;100;;editado;157000
159;A;17776;17776|lala;Chapecó FC;Chapecó FC;Lalá;PE;ATT;63;29;21020000;R;31;Brasil;70;100;;editado;157000
160;A;17776;17776|thaismartins;Chapecó FC;Chapecó FC;Thaís Martins;ZAG;DEF;63;32;17900000;R;25;Brasil;70;100;;editado;157000
161;A;17776;17776|fabianaferreira;Chapecó FC;Chapecó FC;Fabiana Ferreira;ZAG;DEF;63;33;16860000;L;4;Brasil;70;100;;editado;157000
162;A;17776;17776|robertasilva;Chapecó FC;Chapecó FC;Roberta Silva;PD;ATT;62;31;17550000;R;7;Brasil;70;100;;editado;148000
163;A;17776;17776|amandadias;Chapecó FC;Chapecó FC;Amanda Dias;MEI;MID;61;22;17910000;L;35;Brasil;70;100;;editado;139000
164;A;17776;17776|luizaribeiro;Chapecó FC;Chapecó FC;Luíza Ribeiro;LAE;DEF;60;22;16360000;L;6;Brasil;70;100;;editado;130000
165;A;17776;17776|marciasilva;Chapecó FC;Chapecó FC;Márcia Silva;MC;MID;60;27;18000000;R;16;Brasil;70;100;;editado;130000
166;A;17776;17776|flaviadias;Chapecó FC;Chapecó FC;Flávia Dias;GOL;GK;59;33;12480000;L;98;Brasil;70;100;;editado;124800
167;A;17776;17776|sabrinasiqueira;Chapecó FC;Chapecó FC;Sabrina Siqueira;PE;ATT;59;26;16790000;L;94;Brasil;70;100;;editado;124800
168;A;17776;17776|alinevieira;Chapecó FC;Chapecó FC;Aline Vieira;ZAG;DEF;59;28;16330000;R;33;Brasil;70;100;;editado;124800
169;A;17776;17776|ingridrocha;Chapecó FC;Chapecó FC;Ingrid Rocha;VOL;MID;59;31;14020000;R;17;Brasil;70;100;;editado;124800
170;A;17776;17776|jaquelinecosta;Chapecó FC;Chapecó FC;Jaqueline Costa;LAD;DEF;59;20;14920000;R;2;Brasil;70;100;;editado;124800
171;A;17776;17776|simonepinto;Chapecó FC;Chapecó FC;Simone Pinto;CA;ATT;58;24;15320000;L;18;Brasil;70;100;;editado;119600
172;A;17776;17776|paulacorreia;Chapecó FC;Chapecó FC;Paula Correia;ZAG;DEF;58;26;15910000;R;21;Brasil;70;100;;editado;119600
173;A;17776;17776|bibi;Chapecó FC;Chapecó FC;Bibi;CA;ATT;58;33;11830000;R;40;Brasil;70;100;;editado;119600
174;A;17776;17776|deboraaraujo;Chapecó FC;Chapecó FC;Débora Araújo;LAD;DEF;57;29;13920000;R;26;Brasil;70;100;;editado;114400
